year,RF Static Sharpe,RF+VIX Sharpe,RF WF+VIX Sharpe,B&H Sharpe,RF Static CAGR,RF+VIX CAGR,B&H CAGR,RF+VIX Days In%,VIX Mean
2021,0.23932190274491585,2.3572420675355947,2.18394591431927,1.851346719642181,0.04064921660616494,0.16826511203219985,0.2866349820354903,37.301587301587304,19.656388876930116
2022,-1.6410282608685922,0.11741337806906359,0.27094016318900666,-0.7920853531048847,-0.2973008814424515,0.023788688367756494,-0.18240733711273593,5.179282868525896,25.623904467578903
2023,0.10137059461585307,1.3825859674512724,0.7523140586695152,1.705340318613985,0.02542403761161771,0.15479826581181677,0.26410695766619363,62.0,16.870040000915527
